selected_index,dataset_split,camera,video_file,episode_index,frame_index,timestamp_seconds,source_frame,output_file,selection_reason,notes
129,short,head_left,file-000.mp4,224,43010,1433.666667,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000224_frame043010_t1433667.jpg,task_A_dataset_frame/outputs/frames_selected/600_baseline/short_head_left_file000_episode000224_frame043010_t1433667.jpg,stratified_coverage+visual_hard_candidate,hard_score=0.118555; brightness=0.584918; contrast=0.156010; edge_density=0.123646; sharpness=0.003576
130,short,head_left,file-000.mp4,225,43330,1444.333333,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000225_frame043330_t1444333.jpg,task_A_dataset_frame/outputs/frames_selected/600_baseline/short_head_left_file000_episode000225_frame043330_t1444333.jpg,stratified_coverage,hard_score=0.114631; brightness=0.579177; contrast=0.155169; edge_density=0.120833; sharpness=0.003579
131,short,head_left,file-000.mp4,228,43810,1460.333333,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000228_frame043810_t1460333.jpg,task_A_dataset_frame/outputs/frames_selected/600_baseline/short_head_left_file000_episode000228_frame043810_t1460333.jpg,stratified_coverage,hard_score=0.114919; brightness=0.579812; contrast=0.154052; edge_density=0.121667; sharpness=0.003625
132,short,head_left,file-000.mp4,229,43970,1465.666667,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000229_frame043970_t1465667.jpg,task_A_dataset_frame/outputs/frames_selected/600_baseline/short_head_left_file000_episode000229_frame043970_t1465667.jpg,stratified_coverage+visual_hard_candidate,hard_score=0.119697; brightness=0.582700; contrast=0.161452; edge_density=0.126615; sharpness=0.003674
133,short,head_left,file-000.mp4,230,44290,1476.333333,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000230_frame044290_t1476333.jpg,task_A_dataset_frame/outputs/frames_selected/600_baseline/short_head_left_file000_episode000230_frame044290_t1476333.jpg,stratified_coverage,hard_score=0.111684; brightness=0.575314; contrast=0.153608; edge_density=0.118750; sharpness=0.003405
134,short,head_left,file-000.mp4,232,44690,1489.666667,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000232_frame044690_t1489667.jpg,task_A_dataset_frame/outputs/frames_selected/600_baseline/short_head_left_file000_episode000232_frame044690_t1489667.jpg,stratified_coverage,hard_score=0.109735; brightness=0.563758; contrast=0.163736; edge_density=0.123073; sharpness=0.003713
135,short,head_left,file-000.mp4,234,44930,1497.666667,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000234_frame044930_t1497667.jpg,task_A_dataset_frame/outputs/frames_selected/600_baseline/short_head_left_file000_episode000234_frame044930_t1497667.jpg,stratified_coverage+visual_hard_candidate,hard_score=0.119059; brightness=0.583108; contrast=0.160084; edge_density=0.124948; sharpness=0.003627
136,short,head_left,file-000.mp4,234,45010,1500.333333,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000234_frame045010_t1500333.jpg,task_A_dataset_frame/outputs/frames_selected/600_baseline/short_head_left_file000_episode000234_frame045010_t1500333.jpg,stratified_coverage+visual_hard_candidate,hard_score=0.117724; brightness=0.573643; contrast=0.160861; edge_density=0.135625; sharpness=0.003795
137,short,head_left,file-000.mp4,235,45170,1505.666667,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000235_frame045170_t1505667.jpg,task_A_dataset_frame/outputs/frames_selected/600_baseline/short_head_left_file000_episode000235_frame045170_t1505667.jpg,stratified_coverage,hard_score=0.110864; brightness=0.562495; contrast=0.165467; edge_density=0.127500; sharpness=0.003836
138,short,head_left,file-000.mp4,236,45410,1513.666667,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000236_frame045410_t1513667.jpg,task_A_dataset_frame/outputs/frames_selected/600_baseline/short_head_left_file000_episode000236_frame045410_t1513667.jpg,stratified_coverage,hard_score=0.116953; brightness=0.575381; contrast=0.159362; edge_density=0.131406; sharpness=0.003658
139,short,head_left,file-000.mp4,237,45650,1521.666667,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000237_frame045650_t1521667.jpg,task_A_dataset_frame/outputs/frames_selected/600_baseline/short_head_left_file000_episode000237_frame045650_t1521667.jpg,stratified_coverage,hard_score=0.109795; brightness=0.564935; contrast=0.164374; edge_density=0.120781; sharpness=0.003598
140,short,head_left,file-000.mp4,239,45890,1529.666667,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000239_frame045890_t1529667.jpg,task_A_dataset_frame/outputs/frames_selected/600_baseline/short_head_left_file000_episode000239_frame045890_t1529667.jpg,stratified_coverage+visual_hard_candidate,hard_score=0.119689; brightness=0.583233; contrast=0.161414; edge_density=0.125729; sharpness=0.003795
141,short,head_left,file-000.mp4,240,46140,1538.000000,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000240_frame046140_t1538000.jpg,task_A_dataset_frame/outputs/frames_selected/600_baseline/short_head_left_file000_episode000240_frame046140_t1538000.jpg,stratified_coverage,hard_score=0.115548; brightness=0.578552; contrast=0.156338; edge_density=0.123958; sharpness=0.003542
142,short,head_left,file-000.mp4,242,46540,1551.333333,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000242_frame046540_t1551333.jpg,task_A_dataset_frame/outputs/frames_selected/600_baseline/short_head_left_file000_episode000242_frame046540_t1551333.jpg,stratified_coverage,hard_score=0.113714; brightness=0.571668; contrast=0.159208; edge_density=0.126927; sharpness=0.003765
143,short,head_left,file-000.mp4,244,47020,1567.333333,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000244_frame047020_t1567333.jpg,task_A_dataset_frame/outputs/frames_selected/600_baseline/short_head_left_file000_episode000244_frame047020_t1567333.jpg,stratified_coverage,hard_score=0.111673; brightness=0.583089; contrast=0.148325; edge_density=0.110156; sharpness=0.003134
144,short,head_left,file-000.mp4,247,47500,1583.333333,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000247_frame047500_t1583333.jpg,task_A_dataset_frame/outputs/frames_selected/600_baseline/short_head_left_file000_episode000247_frame047500_t1583333.jpg,stratified_coverage,hard_score=0.112138; brightness=0.571125; contrast=0.159053; edge_density=0.122708; sharpness=0.003766
145,short,head_left,file-000.mp4,249,47980,1599.333333,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000249_frame047980_t1599333.jpg,task_A_dataset_frame/outputs/frames_selected/600_baseline/short_head_left_file000_episode000249_frame047980_t1599333.jpg,stratified_coverage,hard_score=0.109408; brightness=0.580862; contrast=0.146346; edge_density=0.107969; sharpness=0.003225
146,short,head_left,file-000.mp4,251,48380,1612.666667,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000251_frame048380_t1612667.jpg,task_A_dataset_frame/outputs/frames_selected/600_baseline/short_head_left_file000_episode000251_frame048380_t1612667.jpg,stratified_coverage,hard_score=0.110868; brightness=0.588455; contrast=0.144311; edge_density=0.101875; sharpness=0.002989
147,short,head_left,file-000.mp4,254,48860,1628.666667,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000254_frame048860_t1628667.jpg,task_A_dataset_frame/outputs/frames_selected/600_baseline/short_head_left_file000_episode000254_frame048860_t1628667.jpg,stratified_coverage,hard_score=0.115306; brightness=0.571677; contrast=0.157431; edge_density=0.133698; sharpness=0.003683
148,short,head_left,file-000.mp4,256,49340,1644.666667,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000256_frame049340_t1644667.jpg,task_A_dataset_frame/outputs/frames_selected/600_baseline/short_head_left_file000_episode000256_frame049340_t1644667.jpg,stratified_coverage,hard_score=0.111636; brightness=0.587111; contrast=0.145447; edge_density=0.105729; sharpness=0.003062
149,short,head_left,file-000.mp4,259,49740,1658.000000,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000259_frame049740_t1658000.jpg,task_A_dataset_frame/outputs/frames_selected/600_baseline/short_head_left_file000_episode000259_frame049740_t1658000.jpg,stratified_coverage,hard_score=0.117102; brightness=0.580793; contrast=0.159197; edge_density=0.123021; sharpness=0.003898
150,short,head_left,file-000.mp4,259,49820,1660.666667,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000259_frame049820_t1660667.jpg,task_A_dataset_frame/outputs/frames_selected/600_baseline/short_head_left_file000_episode000259_frame049820_t1660667.jpg,stratified_coverage,hard_score=0.113720; brightness=0.575136; contrast=0.156795; edge_density=0.123177; sharpness=0.003567
151,short,head_left,file-000.mp4,261,50220,1674.000000,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000261_frame050220_t1674000.jpg,task_A_dataset_frame/outputs/frames_selected/600_baseline/short_head_left_file000_episode000261_frame050220_t1674000.jpg,stratified_coverage,hard_score=0.109564; brightness=0.566852; contrast=0.161428; edge_density=0.119271; sharpness=0.003619
152,short,head_left,file-000.mp4,264,50700,1690.000000,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000264_frame050700_t1690000.jpg,task_A_dataset_frame/outputs/frames_selected/600_baseline/short_head_left_file000_episode000264_frame050700_t1690000.jpg,stratified_coverage,hard_score=0.116547; brightness=0.581416; contrast=0.157980; edge_density=0.121146; sharpness=0.003740
153,short,head_left,file-000.mp4,266,51180,1706.000000,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000266_frame051180_t1706000.jpg,task_A_dataset_frame/outputs/frames_selected/600_baseline/short_head_left_file000_episode000266_frame051180_t1706000.jpg,stratified_coverage,hard_score=0.111325; brightness=0.571510; contrast=0.156655; edge_density=0.121354; sharpness=0.003498
154,short,head_left,file-000.mp4,267,51340,1711.333333,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000267_frame051340_t1711333.jpg,task_A_dataset_frame/outputs/frames_selected/600_baseline/short_head_left_file000_episode000267_frame051340_t1711333.jpg,stratified_coverage+visual_hard_candidate,hard_score=0.117448; brightness=0.583962; contrast=0.154115; edge_density=0.123125; sharpness=0.003595
155,short,head_left,file-000.mp4,269,51660,1722.000000,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000269_frame051660_t1722000.jpg,task_A_dataset_frame/outputs/frames_selected/600_baseline/short_head_left_file000_episode000269_frame051660_t1722000.jpg,stratified_coverage,hard_score=0.116532; brightness=0.578571; contrast=0.160862; edge_density=0.123438; sharpness=0.003999
156,short,head_left,file-000.mp4,271,52060,1735.333333,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000271_frame052060_t1735333.jpg,task_A_dataset_frame/outputs/frames_selected/600_baseline/short_head_left_file000_episode000271_frame052060_t1735333.jpg,stratified_coverage,hard_score=0.114689; brightness=0.575861; contrast=0.160221; edge_density=0.122344; sharpness=0.003910
157,short,head_left,file-000.mp4,273,52540,1751.333333,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000273_frame052540_t1751333.jpg,task_A_dataset_frame/outputs/frames_selected/600_baseline/short_head_left_file000_episode000273_frame052540_t1751333.jpg,stratified_coverage,hard_score=0.109430; brightness=0.558699; contrast=0.165259; edge_density=0.129219; sharpness=0.003759
158,short,head_left,file-000.mp4,276,53020,1767.333333,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000276_frame053020_t1767333.jpg,task_A_dataset_frame/outputs/frames_selected/600_baseline/short_head_left_file000_episode000276_frame053020_t1767333.jpg,stratified_coverage+visual_hard_candidate,hard_score=0.123654; brightness=0.579303; contrast=0.160446; edge_density=0.146302; sharpness=0.004167
159,short,head_left,file-000.mp4,276,53100,1770.000000,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000276_frame053100_t1770000.jpg,task_A_dataset_frame/outputs/frames_selected/600_baseline/short_head_left_file000_episode000276_frame053100_t1770000.jpg,stratified_coverage+visual_hard_candidate,hard_score=0.119852; brightness=0.584058; contrast=0.156982; edge_density=0.128594; sharpness=0.003482
160,short,head_left,file-000.mp4,278,53500,1783.333333,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000278_frame053500_t1783333.jpg,task_A_dataset_frame/outputs/frames_selected/600_baseline/short_head_left_file000_episode000278_frame053500_t1783333.jpg,stratified_coverage,hard_score=0.113615; brightness=0.584022; contrast=0.149040; edge_density=0.114479; sharpness=0.003305
161,short,head_left,file-000.mp4,280,53900,1796.666667,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000280_frame053900_t1796667.jpg,task_A_dataset_frame/outputs/frames_selected/600_baseline/short_head_left_file000_episode000280_frame053900_t1796667.jpg,stratified_coverage,hard_score=0.112841; brightness=0.581984; contrast=0.149771; edge_density=0.114687; sharpness=0.003310
162,short,head_left,file-000.mp4,283,54390,1813.000000,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000283_frame054390_t1813000.jpg,task_A_dataset_frame/outputs/frames_selected/600_baseline/short_head_left_file000_episode000283_frame054390_t1813000.jpg,stratified_coverage+visual_hard_candidate,hard_score=0.118138; brightness=0.586993; contrast=0.150818; edge_density=0.123125; sharpness=0.003515
163,short,head_left,file-000.mp4,285,54870,1829.000000,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000285_frame054870_t1829000.jpg,task_A_dataset_frame/outputs/frames_selected/600_baseline/short_head_left_file000_episode000285_frame054870_t1829000.jpg,stratified_coverage,hard_score=0.111584; brightness=0.566984; contrast=0.163304; edge_density=0.124219; sharpness=0.003763
164,short,head_left,file-000.mp4,287,55110,1837.000000,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000287_frame055110_t1837000.jpg,task_A_dataset_frame/outputs/frames_selected/600_baseline/short_head_left_file000_episode000287_frame055110_t1837000.jpg,stratified_coverage+visual_hard_candidate,hard_score=0.118674; brightness=0.583171; contrast=0.155981; edge_density=0.126979; sharpness=0.003829
165,short,head_left,file-000.mp4,288,55350,1845.000000,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000288_frame055350_t1845000.jpg,task_A_dataset_frame/outputs/frames_selected/600_baseline/short_head_left_file000_episode000288_frame055350_t1845000.jpg,stratified_coverage+visual_hard_candidate,hard_score=0.117528; brightness=0.578537; contrast=0.158912; edge_density=0.128438; sharpness=0.003830
166,short,head_left,file-000.mp4,290,55750,1858.333333,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000290_frame055750_t1858333.jpg,task_A_dataset_frame/outputs/frames_selected/600_baseline/short_head_left_file000_episode000290_frame055750_t1858333.jpg,stratified_coverage,hard_score=0.114282; brightness=0.577447; contrast=0.155860; edge_density=0.121979; sharpness=0.003507
167,short,head_left,file-000.mp4,292,56070,1869.000000,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000292_frame056070_t1869000.jpg,task_A_dataset_frame/outputs/frames_selected/600_baseline/short_head_left_file000_episode000292_frame056070_t1869000.jpg,stratified_coverage+visual_hard_candidate,hard_score=0.118119; brightness=0.581873; contrast=0.158669; edge_density=0.125052; sharpness=0.003981
168,short,head_left,file-000.mp4,292,56230,1874.333333,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000292_frame056230_t1874333.jpg,task_A_dataset_frame/outputs/frames_selected/600_baseline/short_head_left_file000_episode000292_frame056230_t1874333.jpg,stratified_coverage,hard_score=0.110994; brightness=0.575978; contrast=0.153395; edge_density=0.115521; sharpness=0.003447
169,short,head_left,file-000.mp4,293,56310,1877.000000,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000293_frame056310_t1877000.jpg,task_A_dataset_frame/outputs/frames_selected/600_baseline/short_head_left_file000_episode000293_frame056310_t1877000.jpg,stratified_coverage+visual_hard_candidate,hard_score=0.120113; brightness=0.574536; contrast=0.162754; edge_density=0.140521; sharpness=0.003982
170,short,head_left,file-000.mp4,293,56390,1879.666667,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000293_frame056390_t1879667.jpg,task_A_dataset_frame/outputs/frames_selected/600_baseline/short_head_left_file000_episode000293_frame056390_t1879667.jpg,stratified_coverage+visual_hard_candidate,hard_score=0.117553; brightness=0.571672; contrast=0.163932; edge_density=0.135781; sharpness=0.003947
171,short,head_left,file-000.mp4,295,56710,1890.333333,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000295_frame056710_t1890333.jpg,task_A_dataset_frame/outputs/frames_selected/600_baseline/short_head_left_file000_episode000295_frame056710_t1890333.jpg,stratified_coverage,hard_score=0.113948; brightness=0.575894; contrast=0.155317; edge_density=0.123906; sharpness=0.003656
172,short,head_left,file-000.mp4,297,57030,1901.000000,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000297_frame057030_t1901000.jpg,task_A_dataset_frame/outputs/frames_selected/600_baseline/short_head_left_file000_episode000297_frame057030_t1901000.jpg,stratified_coverage+visual_hard_candidate,hard_score=0.117712; brightness=0.581320; contrast=0.157584; edge_density=0.125521; sharpness=0.003873
173,short,head_left,file-000.mp4,297,57190,1906.333333,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000297_frame057190_t1906333.jpg,task_A_dataset_frame/outputs/frames_selected/600_baseline/short_head_left_file000_episode000297_frame057190_t1906333.jpg,stratified_coverage,hard_score=0.113020; brightness=0.581430; contrast=0.148908; edge_density=0.116927; sharpness=0.003422
174,short,head_left,file-000.mp4,299,57590,1919.666667,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000299_frame057590_t1919667.jpg,task_A_dataset_frame/outputs/frames_selected/600_baseline/short_head_left_file000_episode000299_frame057590_t1919667.jpg,stratified_coverage,hard_score=0.110423; brightness=0.586585; contrast=0.144898; edge_density=0.103021; sharpness=0.002987
175,short,head_left,file-000.mp4,302,57990,1933.000000,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000302_frame057990_t1933000.jpg,task_A_dataset_frame/outputs/frames_selected/600_baseline/short_head_left_file000_episode000302_frame057990_t1933000.jpg,stratified_coverage+visual_hard_candidate,hard_score=0.117909; brightness=0.583324; contrast=0.158050; edge_density=0.122448; sharpness=0.003738
176,short,head_left,file-000.mp4,302,58070,1935.666667,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000302_frame058070_t1935667.jpg,task_A_dataset_frame/outputs/frames_selected/600_baseline/short_head_left_file000_episode000302_frame058070_t1935667.jpg,stratified_coverage,hard_score=0.111873; brightness=0.574510; contrast=0.155160; edge_density=0.119427; sharpness=0.003519
177,short,head_left,file-000.mp4,304,58390,1946.333333,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000304_frame058390_t1946333.jpg,task_A_dataset_frame/outputs/frames_selected/600_baseline/short_head_left_file000_episode000304_frame058390_t1946333.jpg,stratified_coverage,hard_score=0.116878; brightness=0.573650; contrast=0.165089; edge_density=0.129271; sharpness=0.004151
178,short,head_left,file-000.mp4,304,58550,1951.666667,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000304_frame058550_t1951667.jpg,task_A_dataset_frame/outputs/frames_selected/600_baseline/short_head_left_file000_episode000304_frame058550_t1951667.jpg,stratified_coverage,hard_score=0.112594; brightness=0.586717; contrast=0.146130; edge_density=0.109010; sharpness=0.003158
179,short,head_left,file-001.mp4,307,480,16.000000,task_A_dataset_frame/outputs/frames_raw/short_head_left_file001_episode000307_frame000480_t016000.jpg,task_A_dataset_frame/outputs/frames_selected/600_baseline/short_head_left_file001_episode000307_frame000480_t016000.jpg,stratified_coverage,hard_score=0.109339; brightness=0.564931; contrast=0.163743; edge_density=0.119792; sharpness=0.003536
180,short,head_left,file-001.mp4,308,640,21.333333,task_A_dataset_frame/outputs/frames_raw/short_head_left_file001_episode000308_frame000640_t021333.jpg,task_A_dataset_frame/outputs/frames_selected/600_baseline/short_head_left_file001_episode000308_frame000640_t021333.jpg,stratified_coverage+visual_hard_candidate,hard_score=0.118492; brightness=0.588516; contrast=0.149873; edge_density=0.122552; sharpness=0.003445
181,short,head_left,file-001.mp4,312,1360,45.333333,task_A_dataset_frame/outputs/frames_raw/short_head_left_file001_episode000312_frame001360_t045333.jpg,task_A_dataset_frame/outputs/frames_selected/600_baseline/short_head_left_file001_episode000312_frame001360_t045333.jpg,stratified_coverage,hard_score=0.115146; brightness=0.575826; contrast=0.161869; edge_density=0.122552; sharpness=0.003988
182,short,head_left,file-001.mp4,313,1600,53.333333,task_A_dataset_frame/outputs/frames_raw/short_head_left_file001_episode000313_frame001600_t053333.jpg,task_A_dataset_frame/outputs/frames_selected/600_baseline/short_head_left_file001_episode000313_frame001600_t053333.jpg,stratified_coverage+visual_hard_candidate,hard_score=0.119829; brightness=0.585950; contrast=0.153543; edge_density=0.128229; sharpness=0.003697
183,short,head_left,file-001.mp4,313,1680,56.000000,task_A_dataset_frame/outputs/frames_raw/short_head_left_file001_episode000313_frame001680_t056000.jpg,task_A_dataset_frame/outputs/frames_selected/600_baseline/short_head_left_file001_episode000313_frame001680_t056000.jpg,stratified_coverage+visual_hard_candidate,hard_score=0.117467; brightness=0.583578; contrast=0.152085; edge_density=0.125521; sharpness=0.003591
184,short,head_left,file-001.mp4,314,1840,61.333333,task_A_dataset_frame/outputs/frames_raw/short_head_left_file001_episode000314_frame001840_t061333.jpg,task_A_dataset_frame/outputs/frames_selected/600_baseline/short_head_left_file001_episode000314_frame001840_t061333.jpg,stratified_coverage,hard_score=0.112000; brightness=0.575266; contrast=0.154779; edge_density=0.118906; sharpness=0.003631
185,short,head_left,file-001.mp4,317,2320,77.333333,task_A_dataset_frame/outputs/frames_raw/short_head_left_file001_episode000317_frame002320_t077333.jpg,task_A_dataset_frame/outputs/frames_selected/600_baseline/short_head_left_file001_episode000317_frame002320_t077333.jpg,stratified_coverage,hard_score=0.115750; brightness=0.582382; contrast=0.154984; edge_density=0.119375; sharpness=0.003740
186,short,head_left,file-001.mp4,319,2800,93.333333,task_A_dataset_frame/outputs/frames_raw/short_head_left_file001_episode000319_frame002800_t093333.jpg,task_A_dataset_frame/outputs/frames_selected/600_baseline/short_head_left_file001_episode000319_frame002800_t093333.jpg,stratified_coverage,hard_score=0.110992; brightness=0.571347; contrast=0.157337; edge_density=0.119948; sharpness=0.003488
187,short,head_left,file-001.mp4,321,3200,106.666667,task_A_dataset_frame/outputs/frames_raw/short_head_left_file001_episode000321_frame003200_t106667.jpg,task_A_dataset_frame/outputs/frames_selected/600_baseline/short_head_left_file001_episode000321_frame003200_t106667.jpg,stratified_coverage,hard_score=0.112003; brightness=0.577379; contrast=0.154190; edge_density=0.115885; sharpness=0.003398
188,short,head_left,file-001.mp4,323,3520,117.333333,task_A_dataset_frame/outputs/frames_raw/short_head_left_file001_episode000323_frame003520_t117333.jpg,task_A_dataset_frame/outputs/frames_selected/600_baseline/short_head_left_file001_episode000323_frame003520_t117333.jpg,stratified_coverage+visual_hard_candidate,hard_score=0.117396; brightness=0.590003; contrast=0.148765; edge_density=0.117344; sharpness=0.003530
189,short,head_left,file-001.mp4,324,3680,122.666667,task_A_dataset_frame/outputs/frames_raw/short_head_left_file001_episode000324_frame003680_t122667.jpg,task_A_dataset_frame/outputs/frames_selected/600_baseline/short_head_left_file001_episode000324_frame003680_t122667.jpg,stratified_coverage,hard_score=0.114212; brightness=0.576085; contrast=0.159491; edge_density=0.120990; sharpness=0.003815
190,short,head_left,file-001.mp4,326,4160,138.666667,task_A_dataset_frame/outputs/frames_raw/short_head_left_file001_episode000326_frame004160_t138667.jpg,task_A_dataset_frame/outputs/frames_selected/600_baseline/short_head_left_file001_episode000326_frame004160_t138667.jpg,stratified_coverage,hard_score=0.110115; brightness=0.567811; contrast=0.158777; edge_density=0.121719; sharpness=0.003661
191,short,head_left,file-001.mp4,327,4330,144.333333,task_A_dataset_frame/outputs/frames_raw/short_head_left_file001_episode000327_frame004330_t144333.jpg,task_A_dataset_frame/outputs/frames_selected/600_baseline/short_head_left_file001_episode000327_frame004330_t144333.jpg,stratified_coverage+visual_hard_candidate,hard_score=0.117400; brightness=0.581059; contrast=0.155983; edge_density=0.126250; sharpness=0.003584
192,short,head_left,file-001.mp4,329,4650,155.000000,task_A_dataset_frame/outputs/frames_raw/short_head_left_file001_episode000329_frame004650_t155000.jpg,task_A_dataset_frame/outputs/frames_selected/600_baseline/short_head_left_file001_episode000329_frame004650_t155000.jpg,stratified_coverage,hard_score=0.112004; brightness=0.565608; contrast=0.166425; edge_density=0.125312; sharpness=0.003758
193,short,head_left,file-001.mp4,331,5050,168.333333,task_A_dataset_frame/outputs/frames_raw/short_head_left_file001_episode000331_frame005050_t168333.jpg,task_A_dataset_frame/outputs/frames_selected/600_baseline/short_head_left_file001_episode000331_frame005050_t168333.jpg,stratified_coverage,hard_score=0.114303; brightness=0.583364; contrast=0.151983; edge_density=0.115417; sharpness=0.003533
194,short,head_left,file-001.mp4,333,5530,184.333333,task_A_dataset_frame/outputs/frames_raw/short_head_left_file001_episode000333_frame005530_t184333.jpg,task_A_dataset_frame/outputs/frames_selected/600_baseline/short_head_left_file001_episode000333_frame005530_t184333.jpg,stratified_coverage,hard_score=0.113183; brightness=0.577706; contrast=0.154132; edge_density=0.119323; sharpness=0.003453
195,short,head_left,file-001.mp4,336,6010,200.333333,task_A_dataset_frame/outputs/frames_raw/short_head_left_file001_episode000336_frame006010_t200333.jpg,task_A_dataset_frame/outputs/frames_selected/600_baseline/short_head_left_file001_episode000336_frame006010_t200333.jpg,stratified_coverage,hard_score=0.110171; brightness=0.562245; contrast=0.165508; edge_density=0.125573; sharpness=0.003745
196,short,head_left,file-001.mp4,338,6410,213.666667,task_A_dataset_frame/outputs/frames_raw/short_head_left_file001_episode000338_frame006410_t213667.jpg,task_A_dataset_frame/outputs/frames_selected/600_baseline/short_head_left_file001_episode000338_frame006410_t213667.jpg,stratified_coverage+visual_hard_candidate,hard_score=0.118018; brightness=0.583562; contrast=0.155322; edge_density=0.124688; sharpness=0.003596
197,short,head_left,file-001.mp4,338,6490,216.333333,task_A_dataset_frame/outputs/frames_raw/short_head_left_file001_episode000338_frame006490_t216333.jpg,task_A_dataset_frame/outputs/frames_selected/600_baseline/short_head_left_file001_episode000338_frame006490_t216333.jpg,stratified_coverage,hard_score=0.113618; brightness=0.583080; contrast=0.150501; edge_density=0.114844; sharpness=0.003459
198,short,head_left,file-001.mp4,340,6890,229.666667,task_A_dataset_frame/outputs/frames_raw/short_head_left_file001_episode000340_frame006890_t229667.jpg,task_A_dataset_frame/outputs/frames_selected/600_baseline/short_head_left_file001_episode000340_frame006890_t229667.jpg,stratified_coverage,hard_score=0.112063; brightness=0.581202; contrast=0.148847; edge_density=0.114167; sharpness=0.003308
199,short,head_left,file-001.mp4,343,7370,245.666667,task_A_dataset_frame/outputs/frames_raw/short_head_left_file001_episode000343_frame007370_t245667.jpg,task_A_dataset_frame/outputs/frames_selected/600_baseline/short_head_left_file001_episode000343_frame007370_t245667.jpg,stratified_coverage,hard_score=0.113715; brightness=0.573271; contrast=0.158194; edge_density=0.125104; sharpness=0.003700
200,short,head_left,file-001.mp4,345,7850,261.666667,task_A_dataset_frame/outputs/frames_raw/short_head_left_file001_episode000345_frame007850_t261667.jpg,task_A_dataset_frame/outputs/frames_selected/600_baseline/short_head_left_file001_episode000345_frame007850_t261667.jpg,stratified_coverage,hard_score=0.112002; brightness=0.584677; contrast=0.147717; edge_density=0.109115; sharpness=0.003184
201,short,head_left,file-001.mp4,348,8330,277.666667,task_A_dataset_frame/outputs/frames_raw/short_head_left_file001_episode000348_frame008330_t277667.jpg,task_A_dataset_frame/outputs/frames_selected/600_baseline/short_head_left_file001_episode000348_frame008330_t277667.jpg,stratified_coverage,hard_score=0.110276; brightness=0.568071; contrast=0.160650; edge_density=0.120260; sharpness=0.003549
