frame_id,dataset_split,camera,source_id,video_file,video_file_index,episode_index,source_frame_index,episode_frame_index,timestamp_seconds,source_video,output_file,width,height,source_fps,extract_fps,frame_stride
short_head_left_file000_episode000172_frame033040_t1101333,short,head_left,short_head_left_file000,file-000.mp4,0,172,33040,16,1101.333333,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000172_frame033040_t1101333.jpg,640,480,30,3,10
short_head_left_file000_episode000172_frame033050_t1101667,short,head_left,short_head_left_file000,file-000.mp4,0,172,33050,26,1101.666667,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000172_frame033050_t1101667.jpg,640,480,30,3,10
short_head_left_file000_episode000172_frame033060_t1102000,short,head_left,short_head_left_file000,file-000.mp4,0,172,33060,36,1102.000000,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000172_frame033060_t1102000.jpg,640,480,30,3,10
short_head_left_file000_episode000172_frame033070_t1102333,short,head_left,short_head_left_file000,file-000.mp4,0,172,33070,46,1102.333333,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000172_frame033070_t1102333.jpg,640,480,30,3,10
short_head_left_file000_episode000172_frame033080_t1102667,short,head_left,short_head_left_file000,file-000.mp4,0,172,33080,56,1102.666667,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000172_frame033080_t1102667.jpg,640,480,30,3,10
short_head_left_file000_episode000172_frame033090_t1103000,short,head_left,short_head_left_file000,file-000.mp4,0,172,33090,66,1103.000000,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000172_frame033090_t1103000.jpg,640,480,30,3,10
short_head_left_file000_episode000172_frame033100_t1103333,short,head_left,short_head_left_file000,file-000.mp4,0,172,33100,76,1103.333333,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000172_frame033100_t1103333.jpg,640,480,30,3,10
short_head_left_file000_episode000172_frame033110_t1103667,short,head_left,short_head_left_file000,file-000.mp4,0,172,33110,86,1103.666667,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000172_frame033110_t1103667.jpg,640,480,30,3,10
short_head_left_file000_episode000172_frame033120_t1104000,short,head_left,short_head_left_file000,file-000.mp4,0,172,33120,96,1104.000000,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000172_frame033120_t1104000.jpg,640,480,30,3,10
short_head_left_file000_episode000172_frame033130_t1104333,short,head_left,short_head_left_file000,file-000.mp4,0,172,33130,106,1104.333333,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000172_frame033130_t1104333.jpg,640,480,30,3,10
short_head_left_file000_episode000172_frame033140_t1104667,short,head_left,short_head_left_file000,file-000.mp4,0,172,33140,116,1104.666667,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000172_frame033140_t1104667.jpg,640,480,30,3,10
short_head_left_file000_episode000172_frame033150_t1105000,short,head_left,short_head_left_file000,file-000.mp4,0,172,33150,126,1105.000000,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000172_frame033150_t1105000.jpg,640,480,30,3,10
short_head_left_file000_episode000172_frame033160_t1105333,short,head_left,short_head_left_file000,file-000.mp4,0,172,33160,136,1105.333333,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000172_frame033160_t1105333.jpg,640,480,30,3,10
short_head_left_file000_episode000172_frame033170_t1105667,short,head_left,short_head_left_file000,file-000.mp4,0,172,33170,146,1105.666667,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000172_frame033170_t1105667.jpg,640,480,30,3,10
short_head_left_file000_episode000172_frame033180_t1106000,short,head_left,short_head_left_file000,file-000.mp4,0,172,33180,156,1106.000000,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000172_frame033180_t1106000.jpg,640,480,30,3,10
short_head_left_file000_episode000172_frame033190_t1106333,short,head_left,short_head_left_file000,file-000.mp4,0,172,33190,166,1106.333333,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000172_frame033190_t1106333.jpg,640,480,30,3,10
short_head_left_file000_episode000172_frame033200_t1106667,short,head_left,short_head_left_file000,file-000.mp4,0,172,33200,176,1106.666667,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000172_frame033200_t1106667.jpg,640,480,30,3,10
short_head_left_file000_episode000172_frame033210_t1107000,short,head_left,short_head_left_file000,file-000.mp4,0,172,33210,186,1107.000000,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000172_frame033210_t1107000.jpg,640,480,30,3,10
short_head_left_file000_episode000173_frame033220_t1107333,short,head_left,short_head_left_file000,file-000.mp4,0,173,33220,4,1107.333333,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000173_frame033220_t1107333.jpg,640,480,30,3,10
short_head_left_file000_episode000173_frame033230_t1107667,short,head_left,short_head_left_file000,file-000.mp4,0,173,33230,14,1107.666667,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000173_frame033230_t1107667.jpg,640,480,30,3,10
short_head_left_file000_episode000173_frame033240_t1108000,short,head_left,short_head_left_file000,file-000.mp4,0,173,33240,24,1108.000000,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000173_frame033240_t1108000.jpg,640,480,30,3,10
short_head_left_file000_episode000173_frame033250_t1108333,short,head_left,short_head_left_file000,file-000.mp4,0,173,33250,34,1108.333333,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000173_frame033250_t1108333.jpg,640,480,30,3,10
short_head_left_file000_episode000173_frame033260_t1108667,short,head_left,short_head_left_file000,file-000.mp4,0,173,33260,44,1108.666667,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000173_frame033260_t1108667.jpg,640,480,30,3,10
short_head_left_file000_episode000173_frame033270_t1109000,short,head_left,short_head_left_file000,file-000.mp4,0,173,33270,54,1109.000000,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000173_frame033270_t1109000.jpg,640,480,30,3,10
short_head_left_file000_episode000173_frame033280_t1109333,short,head_left,short_head_left_file000,file-000.mp4,0,173,33280,64,1109.333333,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000173_frame033280_t1109333.jpg,640,480,30,3,10
short_head_left_file000_episode000173_frame033290_t1109667,short,head_left,short_head_left_file000,file-000.mp4,0,173,33290,74,1109.666667,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000173_frame033290_t1109667.jpg,640,480,30,3,10
short_head_left_file000_episode000173_frame033300_t1110000,short,head_left,short_head_left_file000,file-000.mp4,0,173,33300,84,1110.000000,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000173_frame033300_t1110000.jpg,640,480,30,3,10
short_head_left_file000_episode000173_frame033310_t1110333,short,head_left,short_head_left_file000,file-000.mp4,0,173,33310,94,1110.333333,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000173_frame033310_t1110333.jpg,640,480,30,3,10
short_head_left_file000_episode000173_frame033320_t1110667,short,head_left,short_head_left_file000,file-000.mp4,0,173,33320,104,1110.666667,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000173_frame033320_t1110667.jpg,640,480,30,3,10
short_head_left_file000_episode000173_frame033330_t1111000,short,head_left,short_head_left_file000,file-000.mp4,0,173,33330,114,1111.000000,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000173_frame033330_t1111000.jpg,640,480,30,3,10
short_head_left_file000_episode000173_frame033340_t1111333,short,head_left,short_head_left_file000,file-000.mp4,0,173,33340,124,1111.333333,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000173_frame033340_t1111333.jpg,640,480,30,3,10
short_head_left_file000_episode000173_frame033350_t1111667,short,head_left,short_head_left_file000,file-000.mp4,0,173,33350,134,1111.666667,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000173_frame033350_t1111667.jpg,640,480,30,3,10
short_head_left_file000_episode000173_frame033360_t1112000,short,head_left,short_head_left_file000,file-000.mp4,0,173,33360,144,1112.000000,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000173_frame033360_t1112000.jpg,640,480,30,3,10
short_head_left_file000_episode000173_frame033370_t1112333,short,head_left,short_head_left_file000,file-000.mp4,0,173,33370,154,1112.333333,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000173_frame033370_t1112333.jpg,640,480,30,3,10
short_head_left_file000_episode000173_frame033380_t1112667,short,head_left,short_head_left_file000,file-000.mp4,0,173,33380,164,1112.666667,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000173_frame033380_t1112667.jpg,640,480,30,3,10
short_head_left_file000_episode000173_frame033390_t1113000,short,head_left,short_head_left_file000,file-000.mp4,0,173,33390,174,1113.000000,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000173_frame033390_t1113000.jpg,640,480,30,3,10
short_head_left_file000_episode000173_frame033400_t1113333,short,head_left,short_head_left_file000,file-000.mp4,0,173,33400,184,1113.333333,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000173_frame033400_t1113333.jpg,640,480,30,3,10
short_head_left_file000_episode000174_frame033410_t1113667,short,head_left,short_head_left_file000,file-000.mp4,0,174,33410,2,1113.666667,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000174_frame033410_t1113667.jpg,640,480,30,3,10
short_head_left_file000_episode000174_frame033420_t1114000,short,head_left,short_head_left_file000,file-000.mp4,0,174,33420,12,1114.000000,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000174_frame033420_t1114000.jpg,640,480,30,3,10
short_head_left_file000_episode000174_frame033430_t1114333,short,head_left,short_head_left_file000,file-000.mp4,0,174,33430,22,1114.333333,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000174_frame033430_t1114333.jpg,640,480,30,3,10
short_head_left_file000_episode000174_frame033440_t1114667,short,head_left,short_head_left_file000,file-000.mp4,0,174,33440,32,1114.666667,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000174_frame033440_t1114667.jpg,640,480,30,3,10
short_head_left_file000_episode000174_frame033450_t1115000,short,head_left,short_head_left_file000,file-000.mp4,0,174,33450,42,1115.000000,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000174_frame033450_t1115000.jpg,640,480,30,3,10
short_head_left_file000_episode000174_frame033460_t1115333,short,head_left,short_head_left_file000,file-000.mp4,0,174,33460,52,1115.333333,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000174_frame033460_t1115333.jpg,640,480,30,3,10
short_head_left_file000_episode000174_frame033470_t1115667,short,head_left,short_head_left_file000,file-000.mp4,0,174,33470,62,1115.666667,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000174_frame033470_t1115667.jpg,640,480,30,3,10
short_head_left_file000_episode000174_frame033480_t1116000,short,head_left,short_head_left_file000,file-000.mp4,0,174,33480,72,1116.000000,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000174_frame033480_t1116000.jpg,640,480,30,3,10
short_head_left_file000_episode000174_frame033490_t1116333,short,head_left,short_head_left_file000,file-000.mp4,0,174,33490,82,1116.333333,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000174_frame033490_t1116333.jpg,640,480,30,3,10
short_head_left_file000_episode000174_frame033500_t1116667,short,head_left,short_head_left_file000,file-000.mp4,0,174,33500,92,1116.666667,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000174_frame033500_t1116667.jpg,640,480,30,3,10
short_head_left_file000_episode000174_frame033510_t1117000,short,head_left,short_head_left_file000,file-000.mp4,0,174,33510,102,1117.000000,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000174_frame033510_t1117000.jpg,640,480,30,3,10
short_head_left_file000_episode000174_frame033520_t1117333,short,head_left,short_head_left_file000,file-000.mp4,0,174,33520,112,1117.333333,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000174_frame033520_t1117333.jpg,640,480,30,3,10
short_head_left_file000_episode000174_frame033530_t1117667,short,head_left,short_head_left_file000,file-000.mp4,0,174,33530,122,1117.666667,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000174_frame033530_t1117667.jpg,640,480,30,3,10
short_head_left_file000_episode000174_frame033540_t1118000,short,head_left,short_head_left_file000,file-000.mp4,0,174,33540,132,1118.000000,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000174_frame033540_t1118000.jpg,640,480,30,3,10
short_head_left_file000_episode000174_frame033550_t1118333,short,head_left,short_head_left_file000,file-000.mp4,0,174,33550,142,1118.333333,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000174_frame033550_t1118333.jpg,640,480,30,3,10
short_head_left_file000_episode000174_frame033560_t1118667,short,head_left,short_head_left_file000,file-000.mp4,0,174,33560,152,1118.666667,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000174_frame033560_t1118667.jpg,640,480,30,3,10
short_head_left_file000_episode000174_frame033570_t1119000,short,head_left,short_head_left_file000,file-000.mp4,0,174,33570,162,1119.000000,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000174_frame033570_t1119000.jpg,640,480,30,3,10
short_head_left_file000_episode000174_frame033580_t1119333,short,head_left,short_head_left_file000,file-000.mp4,0,174,33580,172,1119.333333,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000174_frame033580_t1119333.jpg,640,480,30,3,10
short_head_left_file000_episode000174_frame033590_t1119667,short,head_left,short_head_left_file000,file-000.mp4,0,174,33590,182,1119.666667,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000174_frame033590_t1119667.jpg,640,480,30,3,10
short_head_left_file000_episode000175_frame033600_t1120000,short,head_left,short_head_left_file000,file-000.mp4,0,175,33600,0,1120.000000,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000175_frame033600_t1120000.jpg,640,480,30,3,10
short_head_left_file000_episode000175_frame033610_t1120333,short,head_left,short_head_left_file000,file-000.mp4,0,175,33610,10,1120.333333,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000175_frame033610_t1120333.jpg,640,480,30,3,10
short_head_left_file000_episode000175_frame033620_t1120667,short,head_left,short_head_left_file000,file-000.mp4,0,175,33620,20,1120.666667,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000175_frame033620_t1120667.jpg,640,480,30,3,10
short_head_left_file000_episode000175_frame033630_t1121000,short,head_left,short_head_left_file000,file-000.mp4,0,175,33630,30,1121.000000,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000175_frame033630_t1121000.jpg,640,480,30,3,10
short_head_left_file000_episode000175_frame033640_t1121333,short,head_left,short_head_left_file000,file-000.mp4,0,175,33640,40,1121.333333,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000175_frame033640_t1121333.jpg,640,480,30,3,10
short_head_left_file000_episode000175_frame033650_t1121667,short,head_left,short_head_left_file000,file-000.mp4,0,175,33650,50,1121.666667,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000175_frame033650_t1121667.jpg,640,480,30,3,10
short_head_left_file000_episode000175_frame033660_t1122000,short,head_left,short_head_left_file000,file-000.mp4,0,175,33660,60,1122.000000,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000175_frame033660_t1122000.jpg,640,480,30,3,10
short_head_left_file000_episode000175_frame033670_t1122333,short,head_left,short_head_left_file000,file-000.mp4,0,175,33670,70,1122.333333,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000175_frame033670_t1122333.jpg,640,480,30,3,10
short_head_left_file000_episode000175_frame033680_t1122667,short,head_left,short_head_left_file000,file-000.mp4,0,175,33680,80,1122.666667,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000175_frame033680_t1122667.jpg,640,480,30,3,10
short_head_left_file000_episode000175_frame033690_t1123000,short,head_left,short_head_left_file000,file-000.mp4,0,175,33690,90,1123.000000,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000175_frame033690_t1123000.jpg,640,480,30,3,10
short_head_left_file000_episode000175_frame033700_t1123333,short,head_left,short_head_left_file000,file-000.mp4,0,175,33700,100,1123.333333,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000175_frame033700_t1123333.jpg,640,480,30,3,10
short_head_left_file000_episode000175_frame033710_t1123667,short,head_left,short_head_left_file000,file-000.mp4,0,175,33710,110,1123.666667,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000175_frame033710_t1123667.jpg,640,480,30,3,10
short_head_left_file000_episode000175_frame033720_t1124000,short,head_left,short_head_left_file000,file-000.mp4,0,175,33720,120,1124.000000,/home/grunt/teamProject/robotic_dogbot/challenge2026_dataset/Part_Sorting/part_sorting_short_1000_episode/videos/observation.images.head_left/chunk-000/file-000.mp4,task_A_dataset_frame/outputs/frames_raw/short_head_left_file000_episode000175_frame033720_t1124000.jpg,640,480,30,3,10
